20230906	23:09:48	65fd1ab5-c68b-4db7-bf0c-b2620601bdd5	GET	undefined	/
20230906	23:09:54	58b95a5e-ca2d-4980-b26a-f7991d9618c8	GET	undefined	/
20230906	23:09:54	2ff7b703-0b98-4e56-8032-48c3b341ef83	GET	undefined	/css/style.css
20230906	23:09:55	3e00891b-19d9-4562-a4d2-20767709d727	GET	undefined	/favicon.ico
20230907	11:09:47	3c3691ac-3144-49a8-bb9d-67c2f0e838c3	GET	undefined	/dash
20230907	11:09:31	a410d4f8-9b8d-47ff-8f9b-a1f906a3e451	GET	undefined	/dash
20230907	11:09:43	ce3c4b1c-0550-4b2a-88ae-e907c4e732ba	GET	undefined	/dashb
20230907	11:09:18	89fceead-b46e-43b1-9f97-13a5c6b1264a	GET	undefined	/dashb
20230907	11:09:45	aa3eea4c-3c88-441a-a8b0-c0e47e9b9d9a	GET	undefined	/dashb
20230907	11:09:56	6e2299d1-0b2c-414d-ba9c-eba1ddd036f6	GET	undefined	/dashb
20230907	20:09:41	6aa49c77-420b-4dc9-95a0-3f9a15c37c36	GET	undefined	/employees
20230907	20:09:39	431222fa-fa48-4f34-9905-22de3bfed09c	POST	undefined	/employees
20230907	21:09:16	ed45c5c5-7234-4be7-ac64-50b2a312daa8	POST	undefined	/employees
20230907	21:09:52	eb686142-d7bd-4e57-888a-15a31ed6cf6a	POST	undefined	/employees
20230907	21:09:05	ea0a44b9-89de-4c03-907d-8e8509bee30e	PUT	undefined	/employees
20230907	21:09:50	890429ba-6900-48da-93d3-3852cf694307	PUT	undefined	/employees
20230907	21:09:20	3e3d74cc-63be-4e90-937d-1c998381639c	PUT	undefined	/employees
20230907	21:09:49	f805778f-6b88-4c6e-9633-8d5e5c8a9411	GET	undefined	/employees
20230907	21:09:57	7c447672-da12-446d-a1a6-0d0c1756153c	POST	undefined	/employees
20230907	21:09:11	acb546cb-970f-4255-8c03-726bc13e9fed	PUT	undefined	/employees
20230907	21:09:53	ebe6b60d-cb9d-41cf-a0d9-85ceaba9c876	DELETE	undefined	/employees
20230907	21:09:44	e23217e0-1e52-4e77-827b-840ab4992ee6	GET	undefined	/employees/1
20230907	21:09:14	0972ffb9-8d26-4ede-903a-1a0cd2aece43	GET	undefined	/employees/1
20230908	03:09:12	4523b1aa-aa05-4ec3-8ece-74e300694727	POST	undefined	/register
20230908	03:09:31	11a150a2-db39-49fd-b548-634afe25d3c1	POST	undefined	/register
20230908	03:09:39	15a98709-c240-4c4b-b6bc-9d86dd05b5c8	POST	undefined	/register
20230908	03:09:51	69fdcae8-9c4b-4a79-bf7f-24f424f7f801	POST	undefined	/register
20230908	03:09:15	19e1b73a-35f8-47b7-882b-c42bbcbc926b	POST	undefined	/register
20230908	03:09:14	10216424-f923-4567-be79-8e8cbced1e48	POST	undefined	/register
20230908	03:09:07	2002816c-c762-465a-9507-83d26eff388f	POST	undefined	/auth
20230908	03:09:24	361127d8-f890-4888-b1ff-5ec42bd6d8db	POST	undefined	/auth
20230908	03:09:38	a4b6cb6d-a6a1-4c4b-a426-5a370aeb00c1	POST	undefined	/auth
20230908	03:09:46	2f92e0ea-f020-4de8-a6b4-6ac3c88ce8a4	POST	undefined	/auth
20230908	14:09:59	80d643b2-1707-4d7c-975f-591b7f94704a	POST	undefined	/auth
20230908	14:09:52	c25bcc12-e743-45a0-897f-e1eacc9802b6	GET	undefined	/employees
20230908	14:09:38	09b04848-9455-4fc9-9bbd-0acedf717da7	POST	undefined	/auth
